accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,tmp
-0.015,-0.356,0.959,1.767,-0.391,2.985,28.141
-0.016,-0.358,0.961,1.592,-0.217,2.747,28.145
-0.017,-0.361,0.962,1.339,-0.457,1.953,28.146
-0.017,-0.361,0.963,1.088,-0.369,1.049,28.144
-0.016,-0.360,0.963,0.564,0.208,0.485,28.145
-0.015,-0.360,0.962,-0.035,0.679,0.280,28.144
-0.012,-0.359,0.960,-0.496,0.845,0.267,28.149
-0.010,-0.359,0.957,-0.856,1.023,0.380,28.139
-0.008,-0.359,0.953,-1.119,1.214,0.583,28.138
-0.007,-0.358,0.952,-1.168,1.094,0.769,28.144
-0.006,-0.357,0.951,-1.128,0.698,0.848,28.153
-0.007,-0.356,0.950,-0.956,0.249,0.662,28.154
-0.007,-0.355,0.950,-0.805,-0.008,0.428,28.153
-0.006,-0.354,0.953,-0.810,0.112,0.363,28.148
-0.005,-0.354,0.956,-0.867,0.348,0.394,28.146
-0.003,-0.354,0.958,-0.929,0.486,0.365,28.145
-0.002,-0.352,0.958,-1.082,0.418,0.415,28.140
-0.000,-0.352,0.958,-1.315,0.386,0.654,28.132
0.001,-0.351,0.957,-1.498,0.320,0.999,28.130
0.002,-0.350,0.953,-1.574,0.156,1.436,28.135
0.002,-0.350,0.950,-1.329,-0.116,1.947,28.148
0.002,-0.349,0.946,-0.829,-0.499,2.388,28.146
0.003,-0.348,0.942,-0.397,-0.619,2.928,28.151
0.004,-0.347,0.941,0.080,-0.239,3.532,28.148
0.005,-0.348,0.944,0.396,0.420,4.153,28.152
0.006,-0.348,0.948,0.740,0.876,4.878,28.151
0.007,-0.346,0.949,1.208,0.653,5.762,28.139
0.009,-0.345,0.949,1.692,0.185,6.955,28.137
0.009,-0.345,0.947,2.280,-0.129,8.445,28.132
0.005,-0.346,0.948,2.798,-0.329,10.082,28.128
-0.008,-0.353,0.953,3.141,-0.396,11.523,28.130
-0.047,-0.367,0.968,3.237,0.115,11.425,28.142
-0.126,-0.395,0.997,2.500,1.338,7.176,28.148
-0.290,-0.459,1.055,-0.239,5.748,-6.920,28.148
-0.571,-0.533,1.089,-5.744,10.601,-39.556,28.146
-0.902,-0.560,1.082,-13.766,6.409,-92.198,28.152
-1.035,-0.491,1.044,-24.111,-16.941,-131.679,28.155
-0.880,-0.362,1.026,-38.530,-35.924,-161.290,28.156
-0.492,-0.235,1.022,-57.527,-26.840,-183.498,28.164
-0.040,-0.171,0.993,-70.264,-17.015,-200.154,28.162
0.358,-0.126,0.935,-73.186,-22.601,-212.646,28.158
0.627,-0.062,0.885,-67.955,-27.943,-194.164,28.152
0.730,-0.026,0.850,-56.817,-27.431,-156.024,28.149
0.727,-0.010,0.812,-45.441,-23.478,-112.606,28.145
0.691,-0.009,0.799,-36.539,-16.833,-71.355,28.150
0.645,-0.026,0.803,-26.328,-11.782,-37.241,28.142
0.594,-0.043,0.817,-16.467,-9.840,-9.935,28.143
0.547,-0.064,0.829,-9.274,-7.399,14.011,28.147
0.522,-0.092,0.832,-4.421,-3.916,36.439,28.143
0.516,-0.124,0.829,-0.522,-0.074,58.929,28.139
0.516,-0.155,0.825,3.318,4.296,82.926,28.137
0.508,-0.182,0.818,7.802,8.626,109.225,28.142
0.484,-0.203,0.811,13.806,12.237,136.793,28.147
0.443,-0.215,0.807,21.133,15.002,164.659,28.152
0.380,-0.224,0.812,28.254,18.007,186.027,28.147
0.291,-0.233,0.833,34.229,23.322,202.053,28.147
0.177,-0.255,0.872,37.324,33.045,214.072,28.142
0.036,-0.297,0.933,37.505,45.017,222.676,28.147
-0.122,-0.345,0.973,35.163,51.156,218.297,28.144
-0.263,-0.395,0.990,30.284,48.348,201.708,28.143
-0.353,-0.436,0.994,24.977,38.883,174.346,28.136
-0.389,-0.463,0.987,20.633,26.555,140.950,28.128
-0.373,-0.474,0.977,17.567,15.313,108.602,28.123
-0.325,-0.477,0.972,15.541,7.371,82.745,28.135
-0.270,-0.475,0.972,14.156,2.898,64.586,28.135
-0.220,-0.470,0.970,13.163,-0.036,52.977,28.146
-0.181,-0.461,0.966,12.468,-3.119,46.447,28.145
-0.154,-0.450,0.962,12.286,-6.664,43.503,28.151
-0.139,-0.438,0.962,12.634,-9.387,42.971,28.160
-0.140,-0.430,0.969,13.231,-9.853,43.366,28.167
-0.156,-0.426,0.981,13.496,-8.592,42.223,28.180
-0.176,-0.420,0.989,13.000,-7.681,38.087,28.170
-0.188,-0.412,0.993,11.727,-7.135,31.096,28.167
-0.183,-0.403,0.995,10.082,-6.527,22.868,28.166
-0.160,-0.390,0.998,8.412,-5.467,15.662,28.175
-0.130,-0.377,1.000,7.065,-4.173,10.823,28.176
-0.103,-0.364,0.999,6.089,-3.229,8.564,28.185
-0.082,-0.357,0.996,5.376,-2.338,8.392,28.180
-0.070,-0.353,0.990,4.765,-1.276,9.451,28.178
-0.067,-0.351,0.981,4.085,-0.324,10.859,28.182
-0.068,-0.350,0.973,3.396,0.372,12.007,28.170
-0.071,-0.352,0.967,2.833,0.909,12.539,28.182
-0.075,-0.351,0.963,2.140,0.861,12.332,28.187
-0.078,-0.349,0.962,1.101,0.119,11.344,28.189
-0.080,-0.347,0.962,-0.002,-0.789,9.730,28.185
-0.080,-0.346,0.961,-1.082,-1.519,7.752,28.188
-0.079,-0.348,0.959,-1.750,-2.132,5.390,28.189
-0.077,-0.348,0.959,-2.557,-2.568,2.779,28.185
-0.072,-0.346,0.959,-3.609,-3.113,0.298,28.182
-0.064,-0.344,0.958,-4.855,-3.747,-1.666,28.175
-0.058,-0.342,0.957,-5.870,-3.994,-3.005,28.176
-0.055,-0.343,0.953,-6.391,-3.541,-4.017,28.179
-0.055,-0.344,0.949,-6.496,-2.950,-5.101,28.179
-0.055,-0.344,0.945,-6.334,-3.243,-6.505,28.176
-0.052,-0.342,0.941,-5.903,-4.222,-7.711,28.182
-0.045,-0.342,0.938,-5.011,-4.270,-8.176,28.174
-0.039,-0.342,0.936,-3.835,-2.973,-8.147,28.185
-0.038,-0.341,0.936,-3.025,-1.864,-7.790,28.176
-0.036,-0.341,0.936,-2.475,-1.470,-7.182,28.185
-0.035,-0.341,0.934,-1.860,-1.049,-6.383,28.180
-0.038,-0.343,0.934,-0.975,0.068,-5.726,28.185
-0.043,-0.344,0.936,0.074,0.860,-5.424,28.172
-0.044,-0.344,0.938,0.701,0.951,-5.164,28.176
-0.044,-0.346,0.941,1.064,1.022,-4.735,28.183
-0.045,-0.348,0.944,1.332,1.633,-4.071,28.182
-0.048,-0.350,0.946,1.304,2.381,-3.370,28.174
-0.052,-0.351,0.949,1.062,2.794,-2.634,28.175
-0.056,-0.355,0.950,0.820,2.981,-2.029,28.176
-0.059,-0.358,0.954,0.473,2.926,-1.652,28.175
-0.062,-0.361,0.955,0.222,2.374,-1.395,28.172
-0.063,-0.364,0.956,-0.074,1.323,-1.401,28.188
-0.064,-0.367,0.957,-0.369,0.500,-1.593,28.180
-0.064,-0.370,0.959,-0.685,0.012,-1.950,28.170
-0.063,-0.371,0.962,-1.052,-0.327,-2.318,28.169
-0.060,-0.372,0.963,-1.258,-0.600,-2.654,28.169
-0.057,-0.373,0.961,-1.474,-1.026,-3.193,28.176
-0.053,-0.372,0.963,-1.865,-1.453,-3.780,28.177
-0.048,-0.371,0.964,-2.078,-1.819,-4.163,28.170
-0.041,-0.369,0.963,-2.349,-2.078,-4.176,28.172
-0.036,-0.368,0.961,-2.529,-2.142,-3.998,28.176
-0.032,-0.367,0.958,-2.607,-2.172,-3.739,28.179
-0.029,-0.366,0.956,-2.672,-2.289,-3.404,28.181
-0.026,-0.364,0.954,-2.764,-2.537,-2.996,28.181
-0.025,-0.359,0.951,-2.687,-2.632,-2.319,28.188
-0.023,-0.357,0.947,-2.355,-1.947,-1.331,28.192
-0.025,-0.359,0.946,-1.579,-0.548,-0.575,28.191
-0.031,-0.359,0.948,-0.814,-0.049,-0.442,28.192
-0.033,-0.357,0.950,-0.431,-0.556,-0.504,28.187
-0.035,-0.355,0.952,-0.079,-0.920,-0.378,28.195
-0.037,-0.353,0.950,0.143,-0.553,0.037,28.185
-0.042,-0.355,0.951,0.550,0.268,0.379,28.194
-0.048,-0.358,0.950,1.130,1.156,0.136,28.190
-0.055,-0.359,0.952,1.241,1.523,-0.650,28.189
-0.057,-0.360,0.953,1.114,1.001,-1.686,28.191
-0.054,-0.358,0.952,0.942,0.270,-2.371,28.192
-0.049,-0.357,0.950,0.596,0.012,-2.508,28.201
-0.046,-0.355,0.950,0.352,-0.174,-2.072,28.203
-0.045,-0.357,0.944,-0.019,0.007,-1.386,28.209
-0.049,-0.359,0.943,-0.411,-0.129,-1.295,28.213
-0.052,-0.358,0.942,-0.591,-0.688,-1.593,28.215
-0.052,-0.357,0.943,-0.561,-1.047,-1.802,28.206
-0.049,-0.357,0.945,-0.600,-0.701,-1.756,28.205
-0.046,-0.358,0.951,-0.824,0.207,-1.519,28.205
-0.047,-0.358,0.954,-1.218,0.896,-1.223,28.206
-0.048,-0.358,0.956,-1.566,1.088,-0.963,28.205
-0.048,-0.359,0.957,-1.590,1.167,-0.818,28.205
-0.050,-0.361,0.957,-1.456,1.261,-0.934,28.206
-0.050,-0.362,0.958,-1.386,0.991,-1.342,28.211
-0.049,-0.362,0.958,-1.517,0.606,-1.697,28.209
-0.046,-0.362,0.958,-1.836,0.535,-1.754,28.212
-0.045,-0.364,0.956,-2.037,0.794,-1.724,28.213
-0.047,-0.366,0.954,-1.902,0.802,-2.045,28.221
-0.046,-0.366,0.951,-1.739,0.330,-2.503,28.224
-0.044,-0.366,0.950,-1.660,-0.184,-2.755,28.223
-0.041,-0.365,0.950,-1.638,-0.554,-2.792,28.214
-0.037,-0.364,0.951,-1.717,-0.667,-2.540,28.209
-0.035,-0.365,0.953,-1.879,-0.352,-1.962,28.214
-0.038,-0.367,0.954,-1.879,0.149,-1.609,28.211
-0.040,-0.367,0.954,-1.753,0.005,-1.665,28.211
-0.039,-0.367,0.954,-1.750,-0.497,-1.814,28.209
-0.037,-0.366,0.953,-1.835,-0.712,-1.841,28.206
-0.034,-0.364,0.952,-1.945,-0.530,-1.652,28.207
-0.033,-0.363,0.951,-1.894,-0.161,-1.212,28.206
-0.032,-0.363,0.949,-1.539,0.204,-0.749,28.205
-0.035,-0.364,0.947,-0.715,0.130,-0.737,28.207
-0.038,-0.364,0.946,0.254,-0.563,-1.171,28.202
-0.037,-0.363,0.948,1.022,-1.361,-1.680,28.206
-0.033,-0.362,0.949,1.316,-1.696,-1.867,28.196
-0.028,-0.361,0.949,1.140,-1.356,-1.633,28.192
-0.025,-0.359,0.948,0.798,-0.594,-0.992,28.198
-0.025,-0.359,0.948,0.625,-0.090,-0.126,28.207
-0.027,-0.358,0.947,0.717,-0.232,0.692,28.200
-0.027,-0.358,0.946,1.133,-0.731,1.401,28.211
-0.027,-0.358,0.947,1.426,-1.209,2.024,28.217
-0.027,-0.358,0.949,1.509,-1.510,2.579,28.227
-0.028,-0.359,0.950,1.433,-1.647,3.007,28.221
-0.030,-0.359,0.950,1.189,-1.484,3.263,28.224
-0.032,-0.359,0.950,0.919,-1.113,3.313,28.235
-0.036,-0.360,0.950,0.903,-0.686,3.046,28.229
-0.039,-0.361,0.953,0.956,-0.617,2.453,28.236
-0.039,-0.361,0.957,0.999,-0.837,1.984,28.230
-0.037,-0.361,0.959,0.734,-1.116,1.748,28.221
-0.036,-0.362,0.960,0.238,-1.280,1.727,28.226
-0.039,-0.362,0.959,-0.139,-1.033,1.948,28.226
-0.042,-0.363,0.957,-0.451,-0.545,2.304,28.226
-0.046,-0.363,0.955,-0.663,-0.222,2.431,28.225
-0.049,-0.365,0.953,-0.757,0.047,2.308,28.229
-0.052,-0.366,0.951,-0.743,0.509,1.948,28.226
-0.053,-0.367,0.949,-0.687,0.893,1.415,28.226
-0.051,-0.368,0.946,-0.466,1.158,0.760,28.228
-0.048,-0.368,0.945,-0.200,1.464,0.097,28.238
-0.043,-0.367,0.946,0.041,1.705,-0.321,28.239
-0.037,-0.364,0.948,0.202,1.813,-0.389,28.251
-0.033,-0.361,0.953,0.274,2.054,-0.124,28.247
-0.031,-0.359,0.958,0.350,2.411,0.323,28.242
-0.034,-0.358,0.964,0.450,2.450,0.666,28.234
-0.036,-0.357,0.971,0.501,2.272,0.851,28.240
-0.039,-0.356,0.975,0.246,1.941,0.981,28.237
-0.041,-0.354,0.977,-0.277,1.593,1.118,28.226
-0.043,-0.353,0.976,-0.834,1.626,1.228,28.226
-0.046,-0.353,0.970,-1.408,1.922,1.302,28.238
-0.049,-0.352,0.964,-1.728,2.117,1.278,28.247
-0.052,-0.351,0.957,-1.811,1.988,1.165,28.248
-0.054,-0.350,0.949,-1.744,1.686,1.038,28.240
-0.053,-0.349,0.942,-1.548,1.452,0.801,28.239
-0.052,-0.348,0.936,-1.402,1.447,0.578,28.244
-0.049,-0.349,0.930,-1.078,1.689,0.338,28.251
-0.047,-0.349,0.925,-0.507,1.854,-0.048,28.239
-0.042,-0.349,0.921,0.108,1.818,-0.303,28.246
-0.036,-0.349,0.920,0.932,1.646,-0.330,28.243
-0.029,-0.350,0.923,1.810,1.452,-0.046,28.237
-0.023,-0.351,0.928,2.441,1.318,0.481,28.240
-0.019,-0.353,0.934,2.850,1.256,1.170,28.225
-0.017,-0.356,0.940,3.168,1.465,1.855,28.241
-0.016,-0.358,0.947,3.414,1.740,2.467,28.232
-0.015,-0.358,0.953,3.397,1.763,3.118,28.246
-0.016,-0.360,0.958,3.219,1.788,3.789,28.251
-0.017,-0.363,0.962,2.995,2.097,4.403,28.260
-0.020,-0.366,0.968,2.723,2.603,4.878,28.258
-0.026,-0.368,0.972,2.298,2.777,5.227,28.260
-0.031,-0.370,0.973,1.758,2.563,5.317,28.253
-0.035,-0.372,0.974,1.334,2.621,5.297,28.255
-0.042,-0.373,0.976,0.989,2.798,5.221,28.261
-0.048,-0.374,0.978,0.616,2.583,4.946,28.254
-0.054,-0.375,0.982,0.259,2.059,4.473,28.248
-0.059,-0.375,0.987,-0.130,1.632,3.820,28.254
-0.065,-0.374,0.993,-0.571,1.316,3.064,28.255
-0.070,-0.372,0.998,-1.199,0.945,2.271,28.267
-0.075,-0.371,0.999,-1.853,0.774,1.326,28.259
-0.080,-0.370,0.998,-2.482,0.790,0.280,28.265
-0.084,-0.367,0.996,-3.243,0.791,-0.683,28.245
-0.086,-0.365,0.991,-4.077,0.635,-1.520,28.252
-0.088,-0.364,0.986,-4.718,0.648,-2.205,28.240
-0.090,-0.360,0.981,-5.207,0.879,-2.703,28.252
-0.093,-0.357,0.974,-5.687,0.930,-2.997,28.262
-0.095,-0.355,0.968,-6.136,0.961,-3.209,28.259
-0.097,-0.355,0.960,-6.476,1.419,-3.472,28.272
-0.098,-0.355,0.952,-6.777,2.068,-3.852,28.269
-0.098,-0.355,0.944,-7.029,2.582,-4.324,28.260
-0.098,-0.356,0.936,-6.856,2.768,-4.999,28.256
-0.095,-0.355,0.930,-6.226,2.599,-5.799,28.252
-0.091,-0.354,0.928,-5.471,2.236,-6.361,28.256
-0.087,-0.352,0.928,-4.668,1.971,-6.652,28.254
-0.085,-0.352,0.929,-3.806,1.772,-6.749,28.243
-0.083,-0.352,0.928,-3.172,1.634,-6.813,28.249
-0.082,-0.353,0.927,-2.726,1.668,-6.950,28.259
-0.079,-0.355,0.925,-2.312,1.896,-7.170,28.259
-0.075,-0.356,0.924,-1.864,2.235,-7.454,28.262
-0.068,-0.357,0.923,-1.455,2.436,-7.694,28.250
-0.062,-0.357,0.925,-1.003,2.514,-7.862,28.242
-0.054,-0.357,0.928,-0.447,2.542,-7.812,28.234
-0.047,-0.357,0.930,0.039,2.502,-7.481,28.228
-0.042,-0.356,0.933,0.308,2.415,-6.916,28.228
-0.038,-0.356,0.935,0.479,2.406,-6.126,28.239
-0.035,-0.356,0.936,0.569,2.488,-5.224,28.242
-0.032,-0.357,0.937,0.549,2.648,-4.269,28.252
-0.031,-0.359,0.938,0.545,2.795,-3.370,28.261
-0.031,-0.360,0.939,0.581,2.799,-2.669,28.272
-0.032,-0.362,0.940,0.588,2.687,-2.135,28.268
-0.032,-0.363,0.942,0.621,2.676,-1.773,28.262
-0.033,-0.364,0.943,0.588,2.751,-1.532,28.263
-0.035,-0.365,0.946,0.540,2.800,-1.416,28.264
-0.037,-0.365,0.948,0.508,2.592,-1.398,28.280
-0.037,-0.365,0.950,0.484,2.223,-1.377,28.262
-0.037,-0.365,0.952,0.397,1.858,-1.269,28.259
-0.037,-0.364,0.951,0.260,1.596,-1.078,28.265
-0.037,-0.365,0.950,0.183,1.399,-0.896,28.267
-0.039,-0.365,0.949,0.199,1.091,-0.848,28.269
-0.040,-0.365,0.949,0.229,0.738,-0.892,28.270
-0.039,-0.364,0.950,0.244,0.481,-0.940,28.277
-0.038,-0.365,0.951,0.252,0.250,-0.960,28.274
-0.038,-0.364,0.954,0.242,0.130,-0.907,28.280
-0.039,-0.363,0.955,0.231,-0.009,-0.787,28.282
-0.041,-0.363,0.956,0.208,-0.140,-0.701,28.284
-0.042,-0.362,0.957,0.129,-0.205,-0.675,28.273
-0.043,-0.361,0.958,-0.002,-0.214,-0.663,28.268
-0.043,-0.359,0.957,-0.166,-0.100,-0.577,28.273
-0.043,-0.358,0.959,-0.372,0.307,-0.368,28.265
-0.044,-0.359,0.963,-0.611,0.707,-0.108,28.267
-0.047,-0.361,0.964,-0.836,0.263,-0.146,28.273
-0.050,-0.362,0.962,-1.005,-0.253,-0.270,28.273
-0.051,-0.362,0.960,-1.105,-0.648,-0.401,28.283
-0.052,-0.362,0.957,-1.153,-0.780,-0.556,28.279
-0.053,-0.360,0.955,-1.239,-0.703,-0.639,28.269
-0.054,-0.359,0.952,-1.250,-0.581,-0.635,28.265
-0.054,-0.358,0.951,-1.212,-0.313,-0.545,28.271
-0.053,-0.359,0.952,-1.249,0.147,-0.306,28.281
-0.054,-0.360,0.953,-1.383,0.484,0.057,28.269
-0.055,-0.361,0.954,-1.503,0.516,0.462,28.274
-0.057,-0.364,0.954,-1.566,0.471,0.702,28.260
-0.059,-0.365,0.953,-1.556,0.345,0.656,28.270
-0.061,-0.367,0.952,-1.442,0.091,0.427,28.278
-0.062,-0.368,0.950,-1.196,-0.199,0.072,28.291
-0.062,-0.368,0.948,-1.050,-0.443,-0.270,28.292
-0.062,-0.368,0.948,-0.932,-0.462,-0.558,28.290
-0.061,-0.368,0.948,-0.894,-0.263,-0.731,28.286
-0.059,-0.367,0.948,-1.010,0.013,-0.770,28.286
-0.057,-0.367,0.948,-1.197,0.277,-0.692,28.287
-0.055,-0.366,0.949,-1.363,0.452,-0.523,28.286
-0.054,-0.367,0.949,-1.492,0.637,-0.327,28.298
-0.052,-0.367,0.948,-1.657,0.798,-0.234,28.304
-0.051,-0.368,0.947,-1.785,0.980,-0.229,28.294
-0.049,-0.367,0.946,-1.808,1.174,-0.206,28.299
-0.047,-0.367,0.946,-1.707,1.216,-0.204,28.298
-0.046,-0.366,0.946,-1.475,1.008,-0.195,28.298
-0.045,-0.367,0.947,-1.148,0.657,-0.146,28.309
-0.045,-0.367,0.950,-0.739,0.462,-0.030,28.312
-0.045,-0.367,0.952,-0.497,0.236,0.100,28.306
-0.046,-0.367,0.955,-0.468,0.062,0.254,28.306
-0.047,-0.367,0.956,-0.607,0.131,0.424,28.315
-0.049,-0.368,0.955,-0.913,0.396,0.512,28.307
-0.051,-0.368,0.955,-1.254,0.614,0.552,28.291
-0.052,-0.369,0.955,-1.455,0.731,0.532,28.300
-0.053,-0.369,0.953,-1.538,0.537,0.399,28.289
-0.053,-0.369,0.951,-1.497,0.151,0.303,28.289
-0.054,-0.369,0.952,-1.241,-0.181,0.269,28.299
-0.055,-0.370,0.952,-0.980,-0.506,0.175,28.312
-0.055,-0.370,0.953,-0.949,-0.898,0.067,28.306
-0.055,-0.370,0.953,-1.067,-1.040,0.035,28.306
-0.055,-0.370,0.953,-1.277,-0.837,0.125,28.315
-0.056,-0.370,0.951,-1.580,-0.472,0.277,28.315
-0.057,-0.371,0.950,-1.849,-0.228,0.391,28.328
-0.059,-0.371,0.947,-1.998,-0.159,0.454,28.330
-0.061,-0.372,0.943,-1.979,-0.188,0.420,28.322
-0.063,-0.373,0.939,-1.713,-0.240,0.235,28.313
-0.063,-0.373,0.938,-1.285,-0.348,-0.018,28.311
-0.062,-0.374,0.940,-0.842,-0.567,-0.338,28.317
-0.059,-0.373,0.941,-0.551,-0.719,-0.620,28.332
-0.055,-0.372,0.943,-0.471,-0.547,-0.686,28.315
-0.052,-0.371,0.944,-0.582,-0.013,-0.446,28.330
-0.050,-0.371,0.946,-0.795,0.601,-0.003,28.322
-0.050,-0.371,0.948,-0.906,0.993,0.441,28.323
-0.051,-0.371,0.950,-0.870,1.054,0.701,28.325
-0.052,-0.370,0.952,-0.820,0.783,0.839,28.327
-0.052,-0.371,0.953,-0.711,0.537,0.885,28.322
-0.053,-0.371,0.955,-0.514,0.380,0.751,28.317
-0.054,-0.371,0.958,-0.481,0.178,0.602,28.308
-0.054,-0.372,0.959,-0.643,-0.145,0.508,28.313
-0.055,-0.373,0.960,-0.811,-0.406,0.423,28.313
-0.056,-0.373,0.960,-1.081,-0.396,0.371,28.321
-0.057,-0.373,0.959,-1.509,-0.347,0.374,28.327
-0.059,-0.373,0.958,-1.949,-0.421,0.330,28.325
-0.060,-0.372,0.955,-2.347,-0.434,0.179,28.324
-0.060,-0.371,0.951,-2.783,-0.371,-0.011,28.317
-0.059,-0.371,0.947,-3.149,-0.423,-0.161,28.320
-0.060,-0.371,0.942,-3.232,-0.520,-0.426,28.320
-0.060,-0.372,0.937,-2.950,-0.875,-0.942,28.312
-0.058,-0.371,0.934,-2.491,-1.427,-1.496,28.322
-0.055,-0.369,0.932,-2.090,-1.792,-1.878,28.327
-0.051,-0.368,0.933,-1.644,-1.542,-1.989,28.337
-0.049,-0.368,0.935,-1.260,-0.718,-1.965,28.329
-0.047,-0.367,0.939,-1.071,0.053,-1.924,28.321
-0.045,-0.367,0.943,-0.959,0.479,-1.817,28.321
-0.043,-0.366,0.945,-0.914,0.539,-1.535,28.325
-0.041,-0.366,0.947,-0.838,0.496,-1.139,28.327
-0.040,-0.367,0.947,-0.671,0.463,-0.690,28.310
-0.040,-0.368,0.946,-0.553,0.248,-0.262,28.318
-0.041,-0.368,0.945,-0.487,-0.115,0.143,28.325
-0.042,-0.368,0.946,-0.403,-0.277,0.604,28.316
-0.045,-0.371,0.947,-0.409,-0.155,0.983,28.313
-0.050,-0.372,0.949,-0.414,-0.009,0.978,28.319
-0.053,-0.373,0.950,-0.539,-0.045,0.764,28.315
-0.054,-0.374,0.951,-0.821,-0.114,0.561,28.313
-0.055,-0.375,0.949,-1.150,-0.085,0.375,28.313
-0.056,-0.376,0.946,-1.370,0.062,0.205,28.315
-0.057,-0.377,0.944,-1.413,0.031,0.005,28.306
-0.057,-0.376,0.941,-1.357,-0.335,-0.195,28.318
-0.056,-0.375,0.940,-1.178,-0.809,-0.425,28.322
-0.054,-0.374,0.939,-1.025,-0.878,-0.532,28.326
