accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp
-0.030,-0.328,0.980,-1.649,0.504,4.748,30.609
-0.031,-0.334,0.982,-1.802,1.237,4.931,30.555
-0.044,-0.333,0.976,-1.725,0.809,4.626,30.586
-0.045,-0.335,0.984,-1.313,-0.931,3.954,30.609
-0.045,-0.335,0.984,-0.855,-2.916,3.038,30.609
-0.036,-0.330,0.983,-1.221,-2.840,3.191,30.625
-0.037,-0.334,0.985,-1.969,-1.420,3.756,30.602
-0.049,-0.336,0.986,-2.168,-1.206,3.954,30.602
-0.049,-0.339,0.984,-3.023,-1.038,4.076,30.602
-0.057,-0.338,0.985,-3.206,-0.214,3.817,30.617
-0.062,-0.336,0.991,-3.206,0.168,3.664,30.625
-0.069,-0.341,0.997,-3.008,-1.115,2.702,30.641
-0.071,-0.339,0.993,-3.267,-2.168,1.634,30.617
-0.069,-0.342,0.983,-3.740,-2.122,1.298,30.664
-0.064,-0.345,0.971,-4.076,-2.031,0.473,30.609
-0.063,-0.345,0.961,-4.382,-1.786,-0.473,30.586
-0.058,-0.345,0.961,-4.550,-1.771,-1.588,30.586
-0.059,-0.344,0.963,-4.397,-1.313,-2.748,30.617
-0.053,-0.340,0.965,-4.061,-1.893,-3.786,30.633
-0.039,-0.336,0.970,-3.893,-2.214,-3.847,30.617
-0.029,-0.335,0.971,-3.206,-3.160,-3.206,30.609
-0.019,-0.332,0.975,-3.038,-3.038,-2.153,30.672
-0.020,-0.334,0.973,-3.389,-1.557,-0.672,30.562
-0.022,-0.333,0.973,-3.542,-1.221,-0.107,30.625
-0.017,-0.330,0.967,-4.290,0.947,1.008,30.633
-0.023,-0.334,0.965,-4.809,2.641,2.427,30.688
-0.026,-0.335,0.966,-4.427,2.840,2.626,30.609
-0.030,-0.340,0.963,-4.611,2.656,2.611,30.625
-0.035,-0.342,0.962,-4.580,1.649,2.641,30.609
-0.033,-0.340,0.962,-4.107,1.313,2.550,30.641
-0.038,-0.341,0.956,-3.435,0.992,2.763,30.656
-0.038,-0.342,0.964,-2.489,-0.473,2.809,30.633
-0.037,-0.342,0.969,-2.214,0.458,3.176,30.664
-0.044,-0.346,0.974,-2.473,0.977,3.298,30.648
-0.048,-0.347,0.976,-2.626,0.412,2.901,30.641
-0.051,-0.347,0.978,-2.718,-0.641,2.168,30.656
-0.051,-0.343,0.978,-2.962,-0.489,1.847,30.648
-0.058,-0.346,0.971,-2.962,-1.099,1.924,30.656
-0.053,-0.343,0.964,-2.550,-2.229,1.023,30.648
-0.048,-0.343,0.961,-2.641,-1.450,0.382,30.633
-0.045,-0.341,0.962,-2.824,-0.718,-0.153,30.625
-0.042,-0.338,0.954,-2.748,0.107,-0.412,30.617
-0.042,-0.336,0.955,-2.397,-1.099,-0.855,30.586
-0.033,-0.334,0.963,-2.031,-0.656,-0.855,30.641
-0.037,-0.337,0.961,-1.802,-0.977,-0.779,30.641
-0.035,-0.335,0.961,-0.901,-3.740,-1.405,30.609
-0.025,-0.329,0.962,-0.458,-2.595,-1.115,30.602
-0.029,-0.333,0.965,-0.382,-1.679,-0.458,30.625
-0.027,-0.331,0.964,-0.260,-2.305,-0.336,30.641
-0.023,-0.330,0.962,-0.519,-1.344,0.305,30.695
-0.022,-0.332,0.969,-0.763,-0.809,1.389,30.641
-0.022,-0.334,0.973,-0.519,-0.122,2.412,30.656
-0.029,-0.339,0.970,-0.153,-0.733,2.992,30.641
-0.037,-0.342,0.971,-0.092,-2.122,2.763,30.625
-0.043,-0.346,0.969,0.229,-2.336,1.802,30.617
-0.045,-0.349,0.963,0.076,-1.878,0.901,30.617
-0.042,-0.350,0.958,-0.061,-1.618,0.122,30.664
-0.037,-0.347,0.956,-0.336,-0.809,-0.107,30.633
-0.033,-0.350,0.963,-0.779,0.351,0.550,30.648
-0.035,-0.354,0.969,-0.366,0.748,0.977,30.727
-0.040,-0.357,0.975,0.092,-0.214,1.206,30.633
-0.040,-0.359,0.984,0.275,-1.053,0.840,30.641
-0.039,-0.360,0.988,0.260,-0.061,0.916,30.680
-0.042,-0.362,0.980,-1.145,1.634,1.267,30.680
-0.051,-0.360,0.990,-2.382,2.916,1.053,30.688
-0.065,-0.360,0.996,-0.031,-0.015,-0.031,30.672
-0.065,-0.361,0.989,-0.427,-3.435,-1.008,30.680
-0.057,-0.355,0.993,-1.634,-2.366,-1.634,30.648
-0.053,-0.352,0.987,-1.573,-1.191,-1.954,30.609
-0.051,-0.349,0.972,-2.092,-0.534,-2.168,30.656
-0.047,-0.347,0.958,-2.504,-0.977,-2.916,30.703
-0.041,-0.342,0.949,-2.061,-0.794,-3.130,30.680
-0.040,-0.344,0.947,-1.985,1.023,-2.443,30.648
-0.047,-0.345,0.948,-1.115,0.137,-3.053,30.688
-0.040,-0.342,0.948,-0.305,-1.053,-3.618,30.719
-0.028,-0.339,0.956,-0.183,-0.611,-2.779,30.695
-0.018,-0.338,0.965,-0.427,0.794,-1.664,30.727
-0.020,-0.344,0.963,-0.687,-0.244,-0.733,30.648
-0.011,-0.339,0.971,-0.947,-0.656,-0.183,30.680
-0.023,-0.343,0.970,-0.809,-0.198,0.977,30.680
-0.024,-0.342,0.971,-0.840,-0.931,0.916,30.672
-0.031,-0.345,0.968,-0.992,-0.550,0.580,30.680
-0.032,-0.343,0.971,-0.840,-0.397,-0.336,30.695
-0.034,-0.342,0.969,-1.206,0.611,-0.137,30.688
-0.038,-0.346,0.964,-1.176,1.130,-0.427,30.703
-0.041,-0.342,0.960,-1.038,0.275,-1.069,30.648
-0.035,-0.342,0.968,-0.962,0.107,-1.130,30.758
-0.038,-0.344,0.971,-0.779,0.137,-1.328,30.727
-0.038,-0.344,0.973,-0.718,-0.412,-1.405,30.688
-0.039,-0.343,0.968,-0.992,0.290,-1.130,30.664
-0.039,-0.344,0.967,-1.145,0.366,-1.176,30.688
-0.040,-0.345,0.962,-1.359,0.244,-1.191,30.719
-0.042,-0.350,0.952,-1.405,0.611,-1.038,30.648
-0.052,-0.355,0.943,-0.779,0.534,-1.924,30.711
-0.052,-0.354,0.948,0.137,-0.702,-3.176,30.766
-0.049,-0.354,0.954,0.885,-0.656,-3.740,30.680
-0.047,-0.355,0.960,1.496,-1.176,-4.580,30.664
-0.042,-0.351,0.971,1.954,-2.061,-5.344,30.672
-0.041,-0.350,0.978,2.107,-1.649,-5.298,30.719
-0.038,-0.355,0.984,1.802,-2.870,-5.206,30.656
-0.029,-0.352,0.984,1.603,-3.038,-4.931,30.680
-0.027,-0.354,0.983,1.237,-1.969,-3.939,30.734
-0.032,-0.359,0.984,1.130,-0.321,-3.084,30.688
-0.044,-0.365,0.989,0.977,1.160,-2.718,30.703
-0.058,-0.372,0.994,0.672,1.939,-2.687,30.758
-0.068,-0.377,1.004,0.824,1.252,-3.832,30.742
-0.069,-0.379,1.011,0.641,0.504,-4.794,30.734
-0.062,-0.379,1.010,0.122,-0.382,-5.435,30.758
-0.054,-0.379,1.012,-0.137,-1.771,-5.954,30.688
-0.046,-0.383,1.012,-0.672,-2.855,-6.458,30.727
-0.047,-0.380,1.009,-1.710,-2.443,-7.267,30.742
-0.052,-0.373,1.004,-2.702,-1.496,-7.603,30.703
-0.048,-0.366,0.999,-4.153,-0.473,-7.924,30.750
-0.039,-0.358,0.990,-5.618,1.038,-7.710,30.703
-0.036,-0.353,0.973,-7.130,2.290,-6.794,30.719
-0.035,-0.354,0.947,-8.382,2.290,-6.092,30.711
-0.029,-0.354,0.914,-9.084,2.641,-5.954,30.695
-0.025,-0.354,0.889,-8.977,2.580,-5.420,30.688
-0.018,-0.355,0.884,-7.618,3.130,-5.542,30.766
-0.014,-0.350,0.887,-5.847,4.153,-5.710,30.750
-0.015,-0.347,0.904,-3.603,4.824,-5.252,30.766
-0.018,-0.345,0.930,-1.832,4.870,-4.733,30.711
-0.016,-0.350,0.952,-1.145,3.481,-4.519,30.727
-0.011,-0.355,0.957,-1.252,2.947,-4.427,30.703
-0.002,-0.358,0.949,-1.649,2.656,-4.214,30.719
0.014,-0.359,0.934,-2.687,4.107,-4.183,30.719
0.023,-0.361,0.919,-3.893,6.336,-3.710,30.688
0.020,-0.362,0.910,-3.847,7.328,-2.779,30.703
0.035,-0.363,0.918,-3.130,8.748,-1.344,30.742
0.031,-0.368,0.929,-1.679,8.840,-1.725,30.719
0.024,-0.372,0.945,0.641,7.573,-2.137,30.750
0.029,-0.379,0.962,2.458,4.809,-3.466,30.766
0.027,-0.378,0.983,3.282,1.069,-5.115,30.695
0.015,-0.370,0.989,2.061,0.611,-4.656,30.750
0.013,-0.367,0.999,-0.183,2.046,-1.969,30.750
0.011,-0.365,1.003,-0.977,1.481,-1.405,30.758
0.013,-0.371,0.990,-0.366,-3.588,-1.893,30.742
0.028,-0.360,0.962,-0.076,-5.481,-0.885,30.750
0.030,-0.360,0.932,0.702,-2.656,-0.092,30.711
0.024,-0.363,0.919,2.015,-1.618,0.107,30.695
0.029,-0.364,0.926,4.458,-6.916,-0.336,30.758
0.055,-0.353,0.926,6.550,-10.260,-0.107,30.742
0.074,-0.344,0.928,7.069,-7.878,2.504,30.703
0.076,-0.344,0.934,7.221,-5.237,5.878,30.727
0.065,-0.344,0.938,8.092,-4.504,8.992,30.750
0.061,-0.349,0.933,8.382,-2.748,11.542,30.750
0.052,-0.349,0.929,7.634,-0.931,13.237,30.758
0.056,-0.340,0.934,6.718,0.153,15.405,30.727
0.070,-0.316,0.962,5.405,3.634,17.878,30.727
0.093,-0.313,0.984,3.420,9.176,21.252,30.711
0.081,-0.327,0.998,2.702,11.527,24.763,30.734
0.066,-0.309,1.036,7.450,6.809,24.473,30.742
0.076,-0.319,1.025,14.870,-0.275,21.771,30.797
0.055,-0.285,1.004,18.885,-1.466,21.115,30.773
0.057,-0.322,1.057,38.931,24.641,26.321,30.727
-0.051,-0.345,0.909,47.740,29.176,31.267,30.711
-0.111,-0.331,0.865,40.305,9.038,32.076,30.781
-0.093,-0.347,0.932,35.359,-12.626,27.008,30.750
-0.089,-0.328,0.970,42.351,-23.878,20.931,30.734
-0.091,-0.298,0.993,50.015,-30.107,17.191,30.750
-0.106,-0.250,1.140,36.748,6.000,4.687,30.750
-0.181,-0.347,1.323,-7.511,113.282,-33.588,30.789
-0.326,-0.433,0.961,8.580,85.237,-51.817,30.766
-0.226,-0.333,1.035,22.748,-1.237,-47.511,30.742
-0.116,-0.320,1.116,-3.603,33.130,-36.214,30.766
-0.134,-0.333,1.076,-17.069,49.405,-28.351,30.750
-0.138,-0.325,1.021,-6.153,29.023,-33.832,30.773
-0.136,-0.315,0.904,1.038,13.893,-32.702,30.758
-0.104,-0.302,0.840,14.840,7.206,-16.824,30.812
-0.140,-0.247,0.742,20.031,11.176,-3.695,30.859
-0.187,-0.253,0.780,27.847,17.863,1.496,30.859
-0.149,-0.253,0.915,35.405,2.412,1.481,30.852
-0.094,-0.217,1.023,44.779,-15.115,1.435,30.836
-0.087,-0.215,1.069,50.992,-34.672,0.000,30.859
-0.077,-0.235,1.048,51.206,-65.557,-1.725,30.859
-0.097,-0.214,1.012,48.626,-97.511,-3.924,30.891
-0.075,-0.236,1.015,18.687,-90.626,-9.786,30.867
-0.171,-0.324,0.987,-48.260,-63.359,-14.153,30.906
-0.110,-0.170,1.046,-31.847,-56.809,-2.885,30.867
0.123,-0.103,1.039,-51.115,14.824,-7.221,30.859
-0.038,-0.186,1.113,-63.191,80.504,3.160,30.875
-0.162,-0.224,1.011,-66.824,97.435,21.496,30.836
-0.188,-0.229,0.916,-69.817,95.893,34.397,30.875
-0.147,-0.321,0.943,-71.206,98.412,44.870,30.844
-0.091,-0.420,0.996,-59.802,100.382,51.328,30.852
-0.175,-0.711,1.068,9.252,44.473,21.756,30.852
-0.216,-0.554,0.895,48.840,3.084,18.672,30.867
-0.215,-0.745,0.946,37.328,41.924,53.084,30.891
-0.089,-0.799,1.006,-3.695,86.489,77.847,30.820
-0.143,-0.244,0.991,-21.023,70.366,69.450,30.797
-0.252,-0.225,0.967,-4.840,56.916,40.855,30.812
-0.284,-0.278,1.010,-2.168,25.115,8.550,30.789
-0.335,-0.323,1.024,-5.740,-5.786,-7.969,30.812
-0.401,-0.362,0.968,-19.740,-53.191,-14.855,30.820
-0.397,-0.511,0.941,-43.435,-109.389,-2.748,30.859
-0.285,-0.663,0.930,-70.809,-153.374,37.466,30.773
-0.127,-0.817,1.060,-99.542,-135.420,84.504,30.789
-0.098,-0.806,1.155,-112.458,-68.672,121.771,30.820
-0.135,-0.555,1.204,-110.107,7.557,129.237,30.773
-0.246,-0.392,1.152,-98.840,46.336,119.893,30.766
-0.289,-0.360,1.070,-79.740,29.267,108.137,30.797
-0.244,-0.418,0.966,-64.275,14.840,91.847,30.758
-0.472,-0.309,0.286,-86.840,22.260,82.931,30.750
-0.604,-0.587,0.397,-138.626,-43.053,101.145,30.742
-0.338,-0.690,0.739,-136.702,-80.626,140.336,30.711
-0.255,-0.815,0.766,-128.489,-89.206,175.527,30.688
-0.132,-0.795,0.882,-120.046,-87.985,194.092,30.711
-0.086,-0.768,0.961,-107.344,-77.725,197.267,30.664
-0.045,-0.678,0.825,-101.695,-85.802,185.634,30.617
0.025,-0.589,0.800,-101.878,-92.626,156.779,30.695
-0.069,-0.581,0.782,-99.573,-92.260,121.695,30.648
-0.141,-0.580,0.778,-100.015,-89.267,94.290,30.609
-0.034,-0.517,0.816,-98.015,-78.321,59.115,30.648
0.089,-0.639,0.955,-86.718,-92.794,25.924,30.625
0.095,-0.712,1.187,-83.481,94.076,55.496,30.602
-0.499,-0.989,0.864,-44.244,101.344,71.588,30.609
-0.469,-0.915,0.840,-8.947,17.008,96.794,30.523
-0.463,-0.765,0.760,5.267,-1.603,132.855,30.547
-0.563,-0.792,0.721,23.908,-50.076,173.359,30.508
-0.502,-0.869,0.759,53.084,-67.099,217.099,30.516
-0.505,-0.963,0.724,75.832,-72.641,250.130,30.539
-0.541,-1.004,0.657,84.366,-91.511,250.130,30.562
-0.514,-0.860,0.620,95.405,-80.382,250.130,30.562
-0.494,-0.726,0.584,104.794,-17.985,250.130,30.508
-0.218,-0.589,0.624,103.115,32.641,250.130,30.477
0.473,-0.455,0.849,128.992,124.015,241.573,30.461
-0.100,-0.612,0.836,177.038,66.244,148.763,30.430
-0.255,-0.435,0.653,222.397,17.344,95.725,30.438
-0.435,-0.295,0.353,235.069,-19.695,73.908,30.469
-0.546,-0.241,0.223,216.580,-21.588,90.504,30.383
-1.013,-0.147,-0.274,153.939,-70.443,150.840,30.422
-0.698,0.080,-0.097,39.542,-69.710,238.427,30.406
-0.501,0.112,0.111,-51.481,-20.305,250.130,30.453
-0.370,0.088,0.477,-119.252,-31.634,250.130,30.383
-0.167,0.042,0.628,-146.687,-77.420,250.130,30.375
-0.080,0.053,0.700,-174.809,-71.069,250.130,30.375
-0.003,0.031,0.786,-187.603,-70.260,248.427,30.383
0.117,-0.124,0.814,-187.267,-84.031,191.985,30.375
0.289,-0.355,0.823,-158.885,-98.977,127.771,30.352
0.289,-0.470,0.714,-99.282,-103.511,74.519,30.328
0.189,-0.405,0.479,-51.344,-121.588,42.611,30.359
0.055,-0.218,0.334,-50.183,-131.099,30.641,30.375
-0.031,-0.068,0.356,-90.870,-125.527,32.382,30.336
-0.042,0.047,0.513,-153.038,-102.107,44.321,30.328
0.044,0.027,0.605,-211.099,-66.611,54.763,30.320
0.079,-0.087,0.784,-228.626,-54.366,64.458,30.320
0.124,-0.260,0.990,-187.893,-83.282,75.527,30.258
0.168,-0.345,1.123,-111.511,-151.328,90.977,30.305
0.413,-0.315,1.295,-25.328,-215.924,95.725,30.312
0.696,-0.262,1.482,38.947,-239.832,62.504,30.305
0.764,-0.196,1.535,63.359,-218.550,-2.565,30.258
0.523,-0.163,1.455,47.771,-183.099,-59.740,30.305
0.140,-0.190,1.378,1.221,-146.351,-69.908,30.266
-0.042,-0.264,1.404,-42.550,-101.023,-33.084,30.273
0.125,-0.320,1.435,-61.115,-65.176,2.656,30.250
0.413,-0.287,1.402,-51.710,-55.466,-1.328,30.258
0.457,-0.312,1.307,-29.542,-62.382,-24.519,30.227
0.388,-0.343,1.189,-5.878,-84.473,-43.023,30.227
0.348,-0.427,1.138,7.191,-79.756,-54.718,30.211
0.252,-0.439,1.203,0.427,-51.618,-60.458,30.195
0.228,-0.336,1.290,-10.763,-28.153,-68.763,30.195
0.211,-0.292,1.225,-19.160,-23.771,-83.298,30.219
0.244,-0.249,1.038,-20.550,-50.947,-104.305,30.250
0.299,-0.193,0.860,-24.137,-75.939,-127.603,30.227
0.213,-0.188,0.788,-36.458,-72.198,-133.344,30.195
0.172,-0.192,0.871,-46.229,-61.267,-122.031,30.211
0.203,-0.417,1.077,-39.649,-67.710,-109.832,30.188
0.204,-0.666,1.284,-23.206,-76.885,-103.176,30.211
0.338,-0.797,1.196,-3.756,-89.282,-108.626,30.203
0.394,-0.799,1.017,8.702,-124.000,-128.198,30.219
0.392,-0.682,0.852,-1.237,-152.672,-145.802,30.227
0.307,-0.606,0.777,-37.206,-147.038,-139.847,30.242
0.250,-0.966,1.234,-38.779,-105.802,-109.756,30.211
0.163,-0.758,1.032,-5.130,-98.748,-92.672,30.188
0.227,-0.551,0.693,-16.122,-108.275,-77.282,30.141
0.474,-0.128,0.968,-5.237,-104.809,-74.198,30.188
0.374,-0.179,0.810,5.557,-117.099,-60.061,30.156
0.398,-0.354,0.872,-0.321,-172.504,-41.710,30.211
0.346,-0.245,0.975,23.099,-189.954,-26.687,30.156
0.296,-0.210,0.675,28.107,-217.847,-4.580,30.180
0.484,-0.224,0.922,52.931,-233.802,-10.916,30.172
0.557,-0.519,0.567,55.038,-190.550,-18.076,30.156
0.682,-0.681,0.487,55.618,-189.206,-30.519,30.164
0.561,-0.569,0.703,34.718,-147.237,-46.427,30.141
0.491,-0.306,0.733,58.855,-195.725,-47.710,30.172
0.690,-0.327,0.840,37.542,-211.756,-40.061,30.133
0.637,-0.233,0.668,49.267,-217.313,-39.328,30.164
0.633,-0.247,0.504,76.229,-244.305,-33.588,30.164
0.720,-0.289,0.511,93.237,-243.466,-35.573,30.133
0.581,-0.356,0.301,135.710,-238.244,-57.389,30.133
0.485,-0.274,0.288,203.191,-250.122,-74.870,30.141
0.380,0.042,0.507,241.237,-250.122,-77.969,30.148
0.231,0.078,0.769,238.992,-250.122,-91.389,30.109
1.743,-0.220,0.690,250.130,-250.122,-250.122,30.133
2.521,0.187,0.986,250.130,-250.122,-250.122,30.156
1.180,0.144,-0.129,106.504,209.374,190.748,30.117
0.202,-0.064,-0.340,147.664,17.924,41.924,30.102
0.542,-0.054,-0.373,143.130,-240.168,-97.344,30.078
2.176,0.077,0.207,59.710,1.802,-9.908,30.125
0.382,0.081,-0.202,22.214,-12.076,-7.252,30.141
1.500,0.217,0.053,2.153,4.870,-5.282,30.102
0.862,-0.058,0.119,-1.679,31.466,-1.634,30.141
1.042,-0.006,0.106,0.122,62.443,7.878,30.094
1.017,0.028,0.143,0.260,80.061,4.794,30.109
0.976,-0.003,0.158,3.710,86.702,8.473,30.125
0.989,0.004,0.174,1.710,101.786,9.542,30.094
0.995,0.005,0.168,-0.198,122.351,9.756,30.094
0.972,0.003,0.191,-0.107,144.641,12.244,30.062
0.974,-0.000,0.228,-0.351,164.580,13.954,30.070
0.961,-0.005,0.268,-0.275,180.168,14.947,30.062
0.943,-0.009,0.308,-0.718,192.443,15.496,30.117
0.926,-0.012,0.345,-1.298,201.298,15.878,30.125
0.996,-0.071,0.493,3.924,191.069,9.450,30.086
0.814,-0.086,0.637,25.389,84.321,-1.573,30.094
0.673,0.049,0.548,26.702,-35.252,17.466,30.094
0.946,0.018,0.563,16.733,-87.298,17.603,30.102
0.923,-0.031,0.383,-0.443,-57.832,-2.336,30.023
0.960,-0.021,0.338,-0.656,-37.115,-1.511,30.078
0.943,-0.009,0.336,-0.534,-13.985,-0.748,30.078
0.949,-0.013,0.339,-0.565,8.901,0.916,30.078
0.937,-0.015,0.356,-0.580,27.435,1.969,30.070
0.934,-0.022,0.395,-0.046,36.397,1.496,30.078
0.897,-0.016,0.451,0.382,24.183,-0.366,30.086
0.889,-0.013,0.457,-0.412,-3.695,-0.290,30.055
0.916,-0.016,0.410,-0.885,-19.878,-0.244,30.078
0.938,-0.014,0.372,-0.595,-15.145,-0.290,30.047
0.936,-0.014,0.367,-0.534,-1.542,0.183,30.086
0.931,-0.015,0.383,-0.382,8.748,0.427,30.039
0.920,-0.016,0.408,-0.229,9.542,0.122,30.102
0.910,-0.015,0.417,-0.351,2.397,-0.168,30.109
0.918,-0.014,0.406,-0.504,-3.786,-0.382,30.062
0.928,-0.014,0.390,-0.458,-2.641,-0.229,30.047
0.927,-0.014,0.389,-0.366,2.031,-0.031,30.008
0.923,-0.015,0.400,-0.382,4.000,0.092,30.008
0.918,-0.014,0.407,-0.412,1.634,-0.015,30.023
0.921,-0.015,0.405,-0.534,-1.527,-0.092,30.094
0.927,-0.015,0.396,-0.489,-1.786,-0.122,30.070
0.927,-0.015,0.394,-0.382,0.794,0.000,30.086
0.923,-0.015,0.399,-0.397,2.504,0.046,30.086
0.919,-0.016,0.403,-0.382,1.573,0.015,30.062
0.919,-0.016,0.403,-0.504,-0.382,-0.122,30.047
0.923,-0.016,0.399,-0.458,-1.206,-0.122,30.070
0.924,-0.017,0.397,-0.473,-0.321,0.092,30.000
0.923,-0.016,0.399,-0.397,0.855,0.000,30.047
0.921,-0.017,0.403,-0.382,1.130,-0.061,30.047
0.921,-0.017,0.404,-0.427,0.290,0.000,29.984
0.921,-0.016,0.401,-0.504,-0.107,0.031,30.047
0.923,-0.016,0.400,-0.397,0.305,-0.015,30.078
0.923,-0.017,0.401,-0.443,1.038,0.031,30.047
0.919,-0.016,0.405,-0.427,0.794,0.092,30.031
0.919,-0.018,0.404,-0.427,0.092,-0.061,30.086
0.922,-0.017,0.402,-0.443,-0.275,-0.107,30.039
0.924,-0.018,0.401,-0.458,0.366,-0.031,30.055
0.923,-0.016,0.400,-0.504,0.977,0.092,30.023
0.921,-0.015,0.402,-0.412,0.641,-0.076,30.070
0.921,-0.015,0.401,-0.534,0.046,-0.107,30.008
0.923,-0.016,0.400,-0.397,0.168,0.031,30.047
0.923,-0.015,0.399,-0.443,0.901,0.000,30.047
0.922,-0.015,0.400,-0.412,1.069,-0.076,30.047
0.920,-0.016,0.401,-0.336,0.641,0.000,30.031
0.922,-0.016,0.400,-0.427,0.595,-0.122,30.031
0.923,-0.015,0.399,-0.412,0.855,-0.092,30.023
0.924,-0.015,0.399,-0.397,1.237,-0.046,30.078
0.922,-0.016,0.400,-0.412,0.947,0.000,30.039
0.923,-0.015,0.399,-0.382,0.702,0.046,30.031
0.919,-0.015,0.397,-0.397,0.779,-0.122,30.055
0.930,-0.016,0.401,-0.397,1.160,0.015,29.969
0.922,-0.015,0.402,-0.305,1.756,-0.076,30.047
0.923,-0.016,0.403,-0.366,1.374,-0.076,30.031
0.918,-0.015,0.404,-0.382,0.687,-0.046,30.062
0.920,-0.015,0.402,-0.458,0.229,-0.046,30.023
0.924,-0.015,0.402,-0.412,0.595,-0.061,30.078
0.923,-0.015,0.404,-0.412,1.023,0.107,29.953
0.921,-0.014,0.406,-0.427,0.748,-0.031,30.047
0.918,-0.017,0.406,-0.397,0.412,-0.046,29.984
0.916,-0.017,0.404,-0.427,0.122,0.000,30.008
0.927,-0.018,0.407,-0.443,0.809,0.061,30.000
0.920,-0.018,0.407,-0.382,1.038,-0.061,30.000
0.923,-0.018,0.411,-0.458,0.489,0.092,30.039
0.916,-0.017,0.408,-0.443,-0.565,0.061,30.047
0.921,-0.016,0.403,-0.519,-0.916,0.000,30.031
0.925,-0.015,0.402,-0.489,-0.229,0.046,29.992
0.923,-0.016,0.402,-0.473,0.397,-0.015,29.984
0.922,-0.016,0.402,-0.504,0.198,0.031,30.039
0.920,-0.015,0.401,-0.473,-0.214,-0.015,30.078
0.920,-0.015,0.400,-0.397,-0.336,-0.046,30.031
0.925,-0.016,0.401,-0.427,0.458,0.122,30.008
0.921,-0.016,0.402,-0.382,0.672,-0.015,30.008
0.925,-0.014,0.405,-0.458,0.183,0.015,30.047
0.918,-0.014,0.400,-0.443,-0.656,-0.168,30.047
0.925,-0.016,0.399,-0.443,-0.305,-0.031,30.102
0.924,-0.018,0.399,-0.427,0.595,-0.046,30.062

Terminating...
Thanks for using picocom
